content,comment_time,label
_和阿彩见面好事啊姐妹赶紧退我的拿到手七天都不知道怎么办了微笑微笑微笑,2023-07-03 14:59:47,1.0
_和阿彩见面快退了吧 现在钱多难赚啊 为这种人花钱值吗,2023-07-03 14:02:44,0.0
丶Satu哈哈哈哈哈救命哈哈哈哈哈姐妹 你笑死我,2023-07-03 13:44:19,0.0
丶Satu泪泪泪,2023-07-03 13:38:57,0.0
又想听风他这个就是yp吧 有过交往不等于谈恋爱 就是一夜情的交集罢了,2023-07-03 13:23:14,1.0
802号猫咖呀哈哈,2023-07-03 13:12:32,1.0
_和阿彩见面买点好吃的 睡个好觉 好好休息,2023-07-03 13:09:21,1.0
魏杰伦kaiwen黑线,2023-07-03 13:00:01,0.0
_和阿彩见面吃点好吃的吧泪,2023-07-03 12:35:58,1.0
_和阿彩见面我接受不了已经退了,2023-07-03 12:29:23,0.0
丶Satu能退,2023-07-03 12:28:46,0.0
_和阿彩见面能退货吗,2023-07-03 12:22:19,0.0
西红柿正道之光我也是一直以为是假的不可能是真的,2023-07-03 12:18:29,0.0
自毁前程,2023-07-03 12:15:24,0.0
从偶练一直陪到现在 等了这么久一直相信他 肯定是假的有人恶意造谣 结果换来的是真交往 真怀孕 真堕胎允悲,2023-07-03 12:08:24,0.0
小怡是干饭王没恶意你平时一起追蔡的现在都是什么反应我看前排都被控评了,2023-07-03 12:06:38,0.0
接受不了,2023-07-03 12:06:31,0.0
接受不了一点 一路走过来 以为他会珍惜自己这条路 泪,2023-07-03 12:41:27,0.0
接受不了一点,2023-07-03 12:38:48,0.0
哎 说实话苦涩 不过他现在单身也行啦 谁没谈过恋爱 允悲 说到底只是因为内娱唱跳舞台少了 然后他不错喜欢他 单纯舞台粉 其他的不争气啊都跑去演戏了,2023-07-03 12:12:20,1.0
不要管我们粉丝的精神状态,2023-07-03 12:39:33,0.0
接受不了开学季,2023-07-03 13:27:21,0.0
真的难受,2023-07-03 12:31:09,0.0
没忘来时路鲜花就是奔着这个来的打call,2023-07-04 11:19:10,1.0
已经凉了不是央视可能还不说话呢doge,2023-07-03 13:57:35,0.0
不理解也接受不了,2023-07-03 12:57:47,0.0
我只希望他以后谈恋爱可以大大方方的告诉我们不要藏着瞒着公众人物藏着瞒着谈恋爱如果他还给自己立单身人设的话那就真的是,2023-07-03 12:14:26,1.0
真的我以为是假的一直以为他不可能做这样的事情没想到他告诉我这事是真的我管他自愿不自愿他瞒着就是错的,2023-07-03 12:13:41,0.0
当时很希望他能现在他了可是我心情好像很复杂不知道怎么办,2023-07-03 13:08:38,0.0
伤心啊真伤心泪泪,2023-07-03 12:28:20,0.0
虽然是粉丝但是真的很心痛我没想到这件事是真的现在真的需要好好冷静冷静,2023-07-03 12:15:34,0.0
他这句话的意思现在是单身吧如果单身那就好好做人,2023-07-03 12:15:03,1.0
一只辣椒磕磕向来如此 便是对的你奴性不要太强了 闭上你的嘴 他粉丝很多小妹妹 别让你洗脑了,2023-07-07 20:34:28,0.0
一只辣椒磕磕别可那洗了像邪教,2023-07-04 00:40:45,0.0
圖葵之南_真的接受不了一点你对得起谁啊蔡徐坤,2023-07-03 22:03:01,0.0
以夏娃之名我不是 但有路人私信骂我 所以我爱发,2023-07-03 16:08:32,0.0
城市之孤独无所谓 恋爱和一夜情都会出现性生活我只是想说男性如此 我不意外,2023-07-03 16:00:03,0.0
一只辣椒磕磕一晚上的恋爱也恋爱一次的女朋友也女朋友dogedoge,2023-07-03 15:34:57,0.0
一只辣椒磕磕你是他的公关吗好几个评论下都有你允悲,2023-07-03 14:48:12,0.0
叭叭霸屏我本身对他私生活就没有抱期望 单纯年纪大了爱看热闹的唱唱跳跳入社会久了什么事情不知道男人 你以为呢稍微有点姿色的 就没有圣处男 这个年纪男性有需求允悲 也确实老大不小了别说他 那些普男日常都蹦哒得欢腾允悲,2023-07-03 14:16:28,0.0
叭叭霸屏哎 他不是说解除了允悲我说这个也只是怕被爱都不能恋爱喷,2023-07-03 14:16:23,0.0
少年永远热烈且自由不要管我们精神状态的粉丝,2023-07-03 13:50:57,1.0
月光散落山河哈哈哈哈哈已经麻木了,2023-07-03 12:53:23,0.0
一只辣椒磕磕两年前单身 他都说两年前 现在不是吧,2023-07-03 12:44:04,0.0
最爱的碳酸氢钠就是,2023-07-03 12:39:41,1.0
悦悦akunkun冷静一下还得养嫂子呢泪,2023-07-03 12:36:44,1.0
一只辣椒磕磕没必要每条评论都写哈上升期谈恋爱就是偶像失格而且这个大概率不是谈恋爱是419女方还怀孕堕胎给社会造成的不良影响太大了他还有好多小学生粉,2023-07-03 12:33:30,0.0
悦悦akunkun这绝对是正能量粉赞赞赞,2023-07-03 12:31:43,1.0
悦悦akunkun可是为什么要告诉你们呢允悲 明星有几个是公开的都在偷偷谈,2023-07-03 12:25:47,1.0
一只辣椒磕磕上过床了都,2023-07-03 12:25:45,0.0
WOAICXKUN这都没啥主要他一直不说泪,2023-07-03 12:23:40,0.0
一只辣椒磕磕主要接受不了他承认恋情是被捶了才说他当时说我们肯定会理解的不明白他泪泪,2023-07-03 12:18:40,0.0
一只辣椒磕磕能接受他谈恋爱 但是他怎么还把对方搞怀孕了还自愿堕胎了 真的崩溃,2023-07-03 12:16:56,0.0
一只辣椒磕磕知道你爱吃啦 多食点爱你爱你,2023-07-03 12:15:10,1.0
真的泪,2023-07-03 12:11:13,1.0
央视新闻 这就是这位明星的粉丝跟疯了一样不如直接封杀,2023-07-03 11:49:41,0.0
笑cry他睡c女士的时候并没有想着ikun呢,2023-07-03 11:42:06,1.0
你要打败谁政府嘛法律吗人民嘛,2023-07-03 11:46:28,0.0
这样的粉丝太疯狂了不封杀真是影响下一代青年的价值观央视新闻,2023-07-03 12:04:25,0.0
他18年出道 21年上升期谈恋爱 这明摆着不把粉丝放在眼里啊 能溺爱粉丝别杠我 我早就脱粉,2023-07-03 11:47:24,0.0
冷知识beat it这个词组的意思是 走开离开用于告诉某人立即离开或停止干扰还是先学好英语才能帮giegie辩论哦,2023-07-03 11:58:28,0.0
笑死我了 奖励你堕胎一次,2023-07-03 11:49:36,0.0
比特尼玛啊,2023-07-03 11:59:19,1.0
哈哈哈哈哈哈笑死我了,2023-07-03 11:46:15,0.0
beat谁,2023-07-03 12:01:47,1.0
好潮哈哈哈哈哈哈哈救命,2023-07-03 11:56:29,1.0
有点担心你的精神状况dogedoge,2023-07-03 12:10:26,0.0
央视新闻 他的粉丝现在就是这个情况,2023-07-03 12:05:51,1.0
央视新闻 看看 疯了,2023-07-03 12:16:46,0.0
你打的是胎吗哆啦A梦害怕,2023-07-03 12:01:37,0.0
央视新闻 建议封杀劣迹艺人,2023-07-03 12:21:26,0.0
赞赞被骗的不是你吗,2023-07-03 11:57:54,0.0
他自己的回应都是歌迷了铁子 他心里还有ikun这个词吗 站起来追星吧,2023-07-03 11:58:03,1.0
你想beat谁啊doge,2023-07-03 12:33:03,0.0
可视kunikun早就被他忘记了啊,2023-07-03 12:30:07,0.0
beat 小baby吗,2023-07-03 12:04:04,1.0
你别笑死我,2023-07-03 11:59:33,0.0
疯粉,2023-07-03 12:25:20,0.0
宝宝他只字未提IKUNIKUN还是原来那个IKUN他早就不是了抱抱,2023-07-06 23:11:52,0.0
beat没出生的宝宝,2023-07-03 14:48:21,1.0
求你了 睁开眼睛吧,2023-07-03 12:25:38,0.0
央视新闻 坤坤的粉丝真的很爱它的就问你感不感动,2023-07-03 12:30:53,1.0
He Can Fuck 微笑,2023-07-03 12:06:46,1.0
你是懂beat的,2023-07-03 12:05:34,1.0
他现在没有ikun只有歌迷朋友们,2023-07-03 17:03:40,0.0
beat宝宝是吧打call,2023-07-03 15:50:55,1.0
那是yp 不是交往 想当嫂子的 你们都有福啦抱一抱抱一抱抱一抱,2023-07-03 13:06:54,1.0
你太飒了 大飒逼色色,2023-07-03 13:47:23,0.0
央视新闻 来看邪教,2023-07-03 13:08:22,0.0
Beat ur baby,2023-07-03 12:21:57,1.0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈对不起太好笑了单身狗,2023-07-03 12:13:15,0.0
哈哈哈哈哈哈哈哈哈哈哈哈哈,2023-07-03 11:54:09,1.0
一键查询小鸡仔的精神状态,2023-07-03 13:05:10,1.0
评论区真的哈哈哈哈哈哈哈哈哈,2023-07-03 12:51:28,1.0
上海精神病医院 赶紧收了好么,2023-07-03 12:23:51,1.0
央视新闻 来看看,2023-07-03 12:19:12,1.0
He can beat baby送花花,2023-07-03 12:17:38,1.0
笑晕了央视新闻 来看看求关注 ikun can beat you成人礼666,2023-07-03 12:08:09,0.0
你要打败谁政府嘛法律吗人民嘛,2023-07-03 12:05:53,0.0
beat 肚里的孩子吗笑cry,2023-07-03 12:04:39,1.0
beat啥beat baby吗泪泪,2023-07-03 14:43:21,0.0
央视新闻 你能不能管管泪,2023-07-03 13:54:26,0.0
央视新闻 快快快快赶紧封杀掉,2023-07-03 13:16:20,0.0
央视新闻 这个粉丝好恐怖,2023-07-03 12:37:51,0.0
你要扛央视做甚吃惊,2023-07-03 12:26:37,0.0
你知道这句啥意思么你就发,2023-07-03 12:26:21,1.0
你疯了,2023-07-03 12:24:32,0.0
你家坤坤被堕掉的宝宝晚上十二点来你梦里找你你可别哭黑线,2023-07-03 12:16:08,0.0
好洋气啊汗,2023-07-03 11:54:22,1.0
啥ikun啊你是歌迷朋友,2023-07-07 19:26:43,1.0
精神病医院快管管蔡徐坤粉丝吧魔怔了,2023-07-05 20:40:49,0.0
丢人呐人家也不跟你上床可爱,2023-07-04 22:25:36,0.0
太飒比了允悲像勾八一样心,2023-07-04 17:10:26,0.0
央视新闻 这就是这位明星的粉丝跟疯了一样不如直接封杀,2023-07-04 09:27:43,0.0
人民日报 央视新闻,2023-07-03 18:15:59,0.0
坤坤不会感谢你的姐,2023-07-03 16:05:20,0.0
精神可嘉奖励你也堕胎一次二哈,2023-07-03 15:50:24,1.0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈允悲允悲,2023-07-03 15:11:37,1.0
央视新闻,2023-07-03 14:51:39,0.0
奖励一次堕胎,2023-07-03 14:28:50,0.0
内射粉丝的时候可没想着你喵喵,2023-07-03 14:27:49,0.0
北极糖很好吃 哈哈哈哈哈哈哈,2023-07-03 13:50:48,1.0
You cantassholedoge,2023-07-03 13:26:33,0.0
你醒醒吧,2023-07-03 13:16:39,0.0
封杀蔡徐坤Prada普拉达,2023-07-03 13:12:10,0.0
清醒一下吧这位朋友挖鼻挖鼻挖鼻,2023-07-03 13:11:55,0.0
真疯了我说姐妹,2023-07-03 13:11:10,0.0
天哪好感人哥哥真是pua有道奖励你成为哥哥的419对象打call,2023-07-03 13:08:54,1.0
进邪教了这是,2023-07-03 13:07:00,0.0
你想beat什么啊doge,2023-07-03 13:01:12,0.0
你打败谁啊 央视都出来说话陪,2023-07-03 12:48:44,0.0
很怀疑你们ncf的精神状态,2023-07-03 12:46:15,0.0
怎么马来西亚可以上内网没有墙吗偷偷翻过来的,2023-07-03 12:45:42,0.0
喜欢造反是吧太开心,2023-07-03 12:33:43,1.0
beat谁啊未出世的孩子吗,2023-07-03 12:30:04,1.0
我靠大姐你哈哈哈哈哈哈哈哈,2023-07-03 12:29:22,1.0
哈哈哈哈哈哈哈哈哈哈,2023-07-03 12:29:18,1.0
鸡宝宝已经不在了你们还想怎么样,2023-07-03 12:28:41,1.0
可是他的公开发言已经很久没提到ikun了啊都是歌迷朋友罢了,2023-07-03 12:28:14,1.0
我踏马真笑了,2023-07-03 12:25:18,1.0
真的讨厌静电 笑死我了,2023-07-03 12:17:52,0.0
奖励ikun全家女性堕胎一次喵喵,2023-07-03 12:16:18,1.0
麻辣屿牛肉丸 但求疼,2023-07-03 12:09:33,0.0
哈哈真笑死了,2023-07-03 12:06:53,0.0
你这头像有资格说自己是ikun吗,2023-07-03 12:03:33,1.0
看园林的眼 笑cry笑cry蚌埠住了,2023-07-03 12:01:47,1.0
你要beat谁啊允悲,2023-07-03 12:01:15,1.0
we can beat you可爱,2023-07-03 11:58:16,1.0
出来说话,2023-07-03 11:57:51,1.0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈我的妈人均王宝钏呗,2023-07-03 11:55:12,1.0
哈哈哈哈哈哈哈哈,2023-07-03 11:48:12,1.0
上升期谈恋爱你idol不糊谁糊,2023-07-03 12:17:36,1.0
tyeasrtyYp怀孕更让粉丝心寒泪,2023-07-03 13:14:04,0.0
MMM懵宝哈哈哈哈哈哈,2023-07-07 00:22:54,1.0
 MMM懵宝顶,2023-07-06 12:03:28,1.0
希望宝宝能挺住泪泪泪泪,2023-07-06 02:04:08,0.0
哥们儿别beat了泪你怎么还不醒醒啊,2023-07-05 12:07:20,0.0
MMM懵宝邪教一样允悲,2023-07-04 23:55:11,0.0
爱奇艺真伟大哈哈哈哈哈哈哈哈哈哈哈,2023-07-04 15:28:12,1.0
MMM懵宝立场不同不用互相说服谁,2023-07-04 13:57:15,0.0
冬日甜猫酱你家zzh不早封了吗 还不满意嘻嘻,2023-07-04 10:51:12,1.0
说实话看这语气不像是本人有可能账号被控制了,2023-07-03 15:59:04,0.0
工作室发澄清 还会打上声明 这次都没有衰衰,2023-07-03 15:44:17,0.0
是不是本人发的不知道本人一定知情肯定是公关团队写的,2023-07-03 15:34:20,0.0
你还在自我催眠啊,2023-07-03 15:50:04,1.0
我也不相信悲伤从头到尾就没有提到粉丝,2023-07-03 15:23:23,0.0
我感觉很不像他发的这种事一般都是工作室处理,2023-07-03 15:42:39,0.0
还看不清吗 你们爱的只是你们想象中的他,2023-07-03 16:40:42,1.0
不像是坤,2023-07-03 15:45:48,0.0
给我的直觉不真实哎像是微博被盗了,2023-07-03 15:42:51,0.0
感觉不像姐妹上去,2023-07-03 15:01:11,0.0
肯定不是他的IP怎么会在广东而且说话方式都不一样了可能被盗号了泪,2023-07-03 15:46:20,0.0
肯定找的专业的人写的啊笑cry,2023-07-03 17:34:11,1.0
上去上去,2023-07-03 16:44:20,1.0
是浮烟染发的doge,2023-07-03 15:57:39,0.0
泪有的人说是本人有的人说是被资本盗号的,2023-07-03 15:29:12,0.0
我觉得不是本人泪,2023-07-03 17:56:03,0.0
当然不是啊 公关文肯定是公关团队发的呀允悲,2023-07-03 15:44:48,0.0
我还是怀疑,2023-07-03 15:24:50,0.0
不太相信泪,2023-07-03 15:15:19,0.0
我觉得不是,2023-07-03 15:07:16,1.0
邪教催眠好吓人自己PUA自己,2023-07-04 00:41:48,0.0
骗别人可以别把自己也骗了,2023-07-05 11:15:12,0.0
正常啊团队写的呗不过他本人肯定知道喽偷笑,2023-07-03 15:12:29,0.0
不是本人发的蔡徐坤的号被盗了也有可能是工作室发出来的,2023-07-08 17:11:20,0.0
就是他发的故意弄的不像他发的就是让你们觉得他是无辜的,2023-07-07 23:22:00,0.0
反正我不信悲伤,2023-07-04 21:22:38,0.0
不信不是本人,2023-07-04 02:02:14,0.0
不要自欺欺人了,2023-07-04 01:59:03,0.0
我也觉得不像泪泪,2023-07-03 23:21:23,0.0
我也觉得不是本人,2023-07-03 21:36:52,0.0
不是本人也不能说明事情没做过啊泪就算不是他本人发的 但他绝对知情,2023-07-03 20:52:58,0.0
姐妹上去,2023-07-03 20:17:01,1.0
我感觉不像他本人发的泪,2023-07-03 20:08:11,0.0
是不是已经不重要了 恋爱堕胎是真的 ikun变歌迷,2023-07-03 16:58:40,0.0
可能是找到法务了,2023-07-03 16:00:30,1.0
感觉不像,2023-07-03 15:54:00,0.0
感觉不是doge,2023-07-03 15:52:08,0.0
肯定不是,2023-07-03 15:44:07,0.0
不是坤坤的号被盗了所以不是他发的,2023-07-03 15:31:47,0.0
我感觉不是泪,2023-07-03 15:29:46,0.0
应该不是吧之前不是有人说他的账号被其他人拿着,2023-07-03 15:25:09,0.0
我保证不是,2023-07-03 15:18:05,0.0
真的很希望不是本人发的,2023-07-03 15:13:46,0.0
这不是蔡徐坤发的啊,2023-07-03 15:13:37,1.0
不是本人被控制了快去解救哈哈哈哈,2023-07-03 17:45:37,0.0
你不会蠢到连公关文都不知道吧,2023-07-07 20:53:34,0.0
别自己骗自己太开心,2023-07-04 13:24:23,0.0
不是他发的但事是他做的微笑,2023-07-04 05:15:21,1.0
你可真是执迷不悟,2023-07-03 18:01:23,0.0
不是他本人是号被盗了这个答案你满意么,2023-07-03 15:19:11,0.0
你甚至不愿相信我是秦始皇,2023-07-06 19:58:36,0.0
不是是我发的,2023-07-06 19:28:03,0.0
都魔怔了,2023-07-06 19:23:49,0.0
唉我觉得是不是本人发都已经无所谓了就算他写两万字的忏悔书都没有用都摆脱不了事实,2023-07-05 21:30:24,0.0
这都还有人还在洗啊,2023-07-05 14:57:18,0.0
我觉得不是以他的文化水平怎么可能写出这种标准的公关文案啊doge允悲允悲允悲,2023-07-05 13:33:48,0.0
是不是自己发的不知道 但是睡别人是自己睡的doge,2023-07-04 13:04:24,0.0
一天了还不删掉发澄清是盗号应该是真的了doge,2023-07-04 12:22:49,0.0
哒姐别魔怔了自我感动给谁看 乐子黑线,2023-07-04 07:52:40,0.0
不是 我替他发的爱你,2023-07-03 21:56:58,0.0
说话的方式不像啊 我有个图能证明但不知道图是真是假,2023-07-03 18:45:50,0.0
肯定不是本人啊明星这种事都是公关写手帮忙组词发出来的OK 白鹿的事不也是公关写手写好了回应发的吗,2023-07-03 17:01:51,0.0
难道还有替身,2023-07-03 16:22:40,1.0
不是啊 号被盗了 是wyf团队,2023-07-03 15:55:47,0.0
这一看就是公关部门集体智慧的结晶啊,2023-07-03 15:55:00,1.0
哈哈哈哈肯定不是 经纪人自己发的吧,2023-07-03 15:21:55,1.0
肯定不是啊,2023-07-03 15:18:54,0.0
dogedogedoge我怀疑不是,2023-07-03 15:15:33,0.0
是你发的太开心,2023-07-03 15:15:30,1.0
这件事肯定没那么简单坤的号被资本控制了坤现在应该和工作室都在北京,2023-07-03 15:05:29,0.0
你先看这个,2023-07-03 15:05:09,1.0
我不相信这不是蔡徐坤本人发的泪,2023-07-03 15:04:53,0.0
地址什么时候走广东了,2023-07-03 15:03:06,0.0
地址都是在广州,2023-07-03 15:02:44,1.0
不是他本人账号和蔡徐坤工作室ip地址都不一样 被资本控制了是wyf团队弄的,2023-07-03 15:25:25,0.0
他知道C女士会被骂会维护她会让大家尊重她的隐私 可他却不知道粉丝们处在什么样的状态 在风口浪尖的永远是粉丝认清吧,2023-07-05 11:01:18,0.0
服了 这个节骨眼ikun还在解释泪好感动泪泪说实话 我也感觉有点怪 再等等吧泪,2023-07-04 18:13:22,1.0
肯定不是,2023-07-04 15:17:53,0.0
古有掩耳盗铃今有掩耳盗号清醒点吧这么扯的理由还在自欺欺人允悲,2023-07-04 13:02:58,0.0
不信肯定不是本人右哼哼,2023-07-04 08:03:54,0.0
这不是本人发的吧,2023-07-03 22:14:20,0.0
不是本人,2023-07-03 21:57:14,0.0
我总结了以下几点,2023-07-03 20:06:06,1.0
他从来不叫我们歌迷,2023-07-03 19:06:24,0.0
不像他 他从来没叫过我们歌迷,2023-07-03 18:29:41,0.0
我觉得不是他,2023-07-03 18:28:55,0.0
我也觉得不像啊蔡徐坤他发的格式也不像啊,2023-07-03 17:50:44,0.0
根本不是,2023-07-03 17:13:13,0.0
看完以后第一感觉也不像是本人发的,2023-07-03 16:39:38,0.0
事发后经纪公司想了两天周末休息了两天周一发文合情合理呀允悲允悲允悲,2023-07-03 16:10:57,0.0
不是吧 好像是什么团队发的,2023-07-03 15:59:16,0.0
不是doge被盗号了,2023-07-03 15:51:07,0.0
不是泪大哥号被盗了,2023-07-03 15:48:56,0.0
我觉得不是因为我看到了一张图和这个差不多,2023-07-03 15:42:31,0.0
肯定不是阿彩,2023-07-03 15:35:50,0.0
还能是你发的,2023-07-03 15:34:36,1.0
应该不是,2023-07-03 15:30:51,1.0
是我发的,2023-07-03 15:29:32,1.0
四非凡人丶原来粉丝才是最惨最卑微的啊还是有很多粉丝愿意相信这是假的呀,2023-07-07 22:31:53,0.0
为了蔡徐坤要努力82在我们公关眼里在处理公关危机时粉丝是最没必要被考虑的我们真正在意的如何做舆论导向和真假信息狸猫换太子这一套粉丝会自己骗自己的根本没有公关价值任何方案中都不会考虑粉丝的想法,2023-07-07 04:40:59,0.0
为了蔡徐坤要努力82也许可能他觉得你们不配看开点吧娱乐圈这么多高颜值明星干嘛只追他呀,2023-07-05 21:29:29,1.0
安若之浅溪别这么搞笑行不行这种回应肯定是公关团队代发啊汗你不会以为明星本人会亲自出面吧,2023-07-05 21:26:11,0.0
为了蔡徐坤要努力82粉丝算个屁哈哈哈哈哈,2023-07-05 14:03:18,1.0
总结都是真的但是我想继续捞钱,2023-07-03 11:59:38,1.0
这么通透 你不要命啦泪,2023-07-03 12:11:01,0.0
不止睡过还怀过和堕过思考,2023-07-03 12:54:24,0.0
真相了 人家还要继续赚钱呢doge,2023-07-03 15:22:44,0.0
可以去验验liao啊头发啦血啦你们懂的先声讨再一步步来看着吧还有大瓜,2023-07-03 13:01:09,0.0
哈哈哈哈哈哈哈哈哈点了,2023-07-03 12:14:09,1.0
他就讲了他自己对他妈没有交代吐,2023-07-03 13:13:40,0.0
哈哈哈哈哈哈哈哈doge,2023-07-03 13:18:52,1.0
私信记得关,2023-07-03 15:51:11,1.0
请韭菜不要跑路我以后会更隐秘的,2023-07-03 13:06:03,0.0
还是你会总结,2023-07-03 14:47:19,1.0
再翻译真怀孕真流产但我还想捞你们钱开学季,2023-07-03 13:47:20,0.0
您有逝吗 这算是看的透彻了哈哈哈哈,2023-07-06 00:58:44,1.0
不要太通透哥们儿允悲,2023-07-03 14:10:03,0.0
你咋不去当翻译官,2023-07-03 13:05:58,0.0
你的id印证了你哦,2023-07-03 12:43:49,1.0
哈哈哈哈哈,2023-07-03 12:18:19,1.0
出道 又不是出家 正常生理需求都不能 时间久了就不行了,2023-07-03 13:19:16,0.0
记得关私信傻眼,2023-07-03 13:07:00,0.0
哈哈哈哈哈哈哈哈,2023-07-03 12:20:14,1.0
哥们私信记得关了,2023-07-03 12:23:22,1.0
你死定了兄弟,2023-07-04 09:13:15,0.0
哈哈哈哈我也想说这个允悲,2023-07-04 08:01:35,1.0
嘴硬没用犯没犯法警察会调查另外他妈密谋私家侦探侵犯隐私跟踪受害人非法安装摄像头这些怎么说太开心,2023-07-03 18:08:22,0.0
做过 没带套 堕了 还想赚钱,2023-07-03 17:30:07,1.0
之前网友给了模板 他应该这样发公关文果然逻辑一模一样网友真厉害 最后一句还假惺惺保护C女生隐私doge,2023-07-03 17:00:36,0.0
虽然没犯法但是火不了啦退居二三线了,2023-07-03 16:48:06,0.0
两个人自愿的不是吗,2023-07-03 14:29:50,0.0
反正就是我做事不带t但我想赚钱允悲,2023-07-03 14:20:44,0.0
这么懂泪你不要命啦泪,2023-07-03 14:12:28,0.0
人家还想继续赚钱吃瓜,2023-07-03 14:01:47,0.0
哈哈哈哈笑死了,2023-07-03 13:45:01,0.0
哈哈哈哈哈哈哈哈哈年度最佳doge,2023-07-03 13:19:17,1.0
大哥好敢打call,2023-07-03 13:06:22,1.0
哈哈哈哈哈哈dogedoge,2023-07-03 12:52:55,1.0
我想知道有人私信你吗笑cry,2023-07-03 12:41:58,1.0
这么说话你不要命了哈哈哈哈哈,2023-07-03 12:41:29,0.0
这么会理解你不要命了挤眼,2023-07-03 12:38:22,0.0
哈哈哈哈记得关私信,2023-07-03 12:32:59,1.0
我真的想继续赚钱酸,2023-07-03 12:32:54,1.0
哈哈哈哈喵喵,2023-07-03 12:32:41,1.0
笑死了哈哈哈哈,2023-07-03 12:30:43,0.0
我不想去踩缝纫机,2023-07-03 12:26:40,0.0
翻译的这么通透你不要命了doge,2023-07-03 12:25:40,0.0
特么人家正常处对象还是你情我愿你看不见是嘛,2023-07-04 00:04:03,0.0
哈哈哈哈哈哈哈记得关私信,2023-07-03 14:22:14,1.0
鸡家军提醒您记得关私信doge,2023-07-03 12:59:36,1.0
点了全评论区你最通透doge,2023-07-03 12:42:50,1.0
哈哈哈哈哈哈哈哥们记得关私信笑cry,2023-07-03 12:39:57,1.0
偷笑,2023-07-05 08:40:36,0.0
打call打call打call是的,2023-07-04 23:02:33,0.0
我不秃w爱豆是不能谈恋爱的,2023-07-04 19:04:20,0.0
哈哈哈哈哈太真实了,2023-07-04 03:14:52,1.0
芦苇芦苇知是呀人类我能够理解兔子曾经我也曾是人类也谈过恋爱那也是多年以前人类的我而已兔子,2023-07-04 00:33:31,1.0
SSS_霖这年头管不好下半身还不做措施的也很多嘛 他只是其中一个 没啥大不了doge 都是人类 理解理解,2023-07-03 23:26:20,1.0
温柔付F如果有一天你突然一夜成名有了名气与地位或者是权重那么你的所有的个人行为就不在属于你自己因为你代表的是国家的行为标准要以这个身份去传播正能量是要带给年轻人好的榜样而不是负面的标准所以国家才会对明星艺人这块的要求非常严格除非他放弃自己所拥有的一切就自由了,2023-07-03 17:57:21,1.0
温柔付F自愿不犯法呀你情我愿的事情没有谁强迫谁只不过一位掌握流量的明星被爆出来这就是道德品质问题如果这事换一般普通人谁会在意所谓的道德问题因为第一无名气第二无权位第三不是富二代 换成平平无其的普通人这就是所有成年人都会犯的过错,2023-07-03 17:52:14,1.0
芦苇芦苇知这年头谁不想赚钱说不爱钱的那都是假话要是真不爱钱那估计对方绝对不是会是人类世人都爱财,2023-07-03 17:48:55,0.0
芦苇芦苇知这年头谁不想赚钱说不爱钱的那都是假话要是真不爱钱那估计对方绝对不是会是人类世人都爱财,2023-07-03 17:48:07,0.0
想涨工资的张公子看来男人对男人的了解都很懂嘛,2023-07-03 17:47:00,0.0
Sara_小馨因为他妈沫干的那档子事违法了肯定要避重就轻了那件事也是真的毕竟他妈沫跟踪女方被发现时报的警还有谅解书摆在那呢笑cry,2023-07-03 17:26:05,0.0
有还有不是谈恋爱是yp 1夜情,2023-07-03 16:08:59,0.0
想涨工资的张公子没手二哈,2023-07-03 15:38:25,0.0
笑cry笑cry笑cry,2023-07-03 15:17:30,0.0
天哪,2023-07-03 14:51:12,1.0
允悲允悲允悲,2023-07-03 13:53:09,0.0
六子歆哈哈哈哈哈哈笑死,2023-07-03 13:21:38,0.0
这么聪明怎么不去当外交官呢真会翻译嘻嘻国家抢着要你,2023-07-03 13:21:05,0.0
不是哥们你不要命了,2023-07-03 12:56:58,0.0
看了一圈你最6,2023-07-03 12:52:29,1.0
哈哈哈哈哈课代表,2023-07-03 12:45:28,1.0
他妈按摄像头诶,2023-07-03 12:44:03,0.0
你看各个平台不下架他他还会不会出来发声doge,2023-07-03 12:39:48,0.0
哈哈哈,2023-07-03 12:37:13,1.0
dogedogedogedogedoge,2023-07-03 12:37:01,0.0
私信记得关,2023-07-03 12:32:44,1.0
哈哈哈,2023-07-03 12:17:47,1.0
阿彩不喜欢但标点符号所以这不是阿彩发的,2023-07-03 23:44:38,0.0
没有杀吧,2023-07-03 23:17:19,0.0
胎儿没出生都不算宝宝吧 顶多suamge算个器官,2023-07-03 23:16:20,0.0
哇塞 好高尚啊 宝宝是你的微笑微笑微笑,2023-07-03 23:02:52,1.0
这不是他 他不会澄清他被盗号了,2023-07-03 23:26:26,0.0
这话说的有点伤人了奥在他心上捅刀子吗不是别人身攻击,2023-07-03 23:23:45,0.0
所以是真有流产吗,2023-07-03 23:12:42,0.0
默江月考卷放出来,2023-07-07 15:48:11,1.0
程心你好世界上那么多堕胎的人你为什么不去说他们而偏偏要站在风口上说你是为了流量而来的吗,2023-07-07 12:44:45,0.0
苏伊骁_701那也算一个生命微笑,2023-07-07 11:05:55,1.0
